v8-version,8,6,395,17,-node.22,0
code-creation,Builtin,3,6987,0x149e620,52,KeyedLoadICTrampoline_Megamorphic
code-creation,Builtin,3,6992,0x149e660,5508,StoreGlobalIC
code-creation,Builtin,3,6995,0x149fc00,52,StoreGlobalICTrampoline
code-creation,Builtin,3,7000,0x149fc40,5776,StoreIC
code-creation,Builtin,3,7005,0x14a12e0,52,StoreICTrampoline
code-creation,Builtin,3,7010,0x14a1320,6180,KeyedStoreIC
code-creation,Builtin,3,7014,0x14a2b60,52,KeyedStoreICTrampoline
code-creation,Builtin,3,7017,0x14a2ba0,408,StoreInArrayLiteralIC
code-creation,Builtin,3,7022,0x14a2d40,2289,LoadGlobalIC
code-creation,Builtin,3,7025,0x14a3640,2269,LoadGlobalICInsideTypeof
code-creation,Builtin,3,7029,0x14a3f20,52,LoadGlobalICTrampoline
code-creation,Builtin,3,7034,0x14a3f60,52,LoadGlobalICInsideTypeofTrampoline
code-creation,Builtin,3,7039,0x14a3fa0,2314,CloneObjectIC
code-creation,Builtin,3,7042,0x14a48c0,2054,CloneObjectIC_Slow
code-creation,Builtin,3,7046,0x14a50e0,2400,KeyedHasIC
code-creation,Builtin,3,7049,0x14a5a60,2160,KeyedHasIC_Megamorphic
code-creation,Builtin,3,7053,0x14a62e0,1654,IterableToList
code-creation,Builtin,3,7058,0x14a6960,1440,IterableToFixedArray
